ID,FechaPrestamo,EdadPrestamo,MontoPrestado,Cuotas
2170,2009-04-15 00:00:00,37,644,8
2167,2009-04-15 00:00:00,39,679,8
2659,2009-04-15 00:00:00,42,1125,8
2183,2009-04-15 00:00:00,44,846,8
2172,2009-04-15 00:00:00,44,977,8
2203,2009-04-15 00:00:00,47,1112,8
2194,2009-04-15 00:00:00,51,611,8
2657,2009-04-15 00:00:00,52,746,8
2184,2009-04-15 00:00:00,52,848,8
2161,2009-04-15 00:00:00,56,255,8
1261,2009-04-15 00:00:00,68,194,8
4162,2009-04-16 00:00:00,22,544,8
4164,2009-04-16 00:00:00,24,385,8
4159,2009-04-16 00:00:00,42,473,8
1161,2009-04-16 00:00:00,44,784,8
1167,2009-04-16 00:00:00,45,751,8
898,2009-04-21 00:00:00,25,420,8
895,2009-04-21 00:00:00,58,594,8
861,2009-04-21 00:00:00,58,1014,8
563,2009-04-22 00:00:00,51,1013,8
28,2009-04-24 00:00:00,32,525,8
2004,2009-05-06 00:00:00,24,244,8
1994,2009-05-06 00:00:00,32,232,8
2019,2009-05-06 00:00:00,35,173,8
2018,2009-05-06 00:00:00,48,515,8
2003,2009-05-06 00:00:00,68,229,8
2430,2009-05-07 00:00:00,43,368,8
4406,2009-05-12 00:00:00,31,476,8
673,2009-05-14 00:00:00,42,218,8
659,2009-05-14 00:00:00,51,479,8
644,2009-05-14 00:00:00,51,1070,8
681,2009-05-14 00:00:00,66,1105,8
2286,2009-05-26 00:00:00,36,245,8
262,2009-06-01 00:00:00,31,1170,4
266,2009-06-01 00:00:00,42,675,4
237,2009-06-01 00:00:00,47,544,4
4297,2009-06-08 00:00:00,24,182,8
4304,2009-06-08 00:00:00,24,248,8
4306,2009-06-08 00:00:00,28,366,8
4313,2009-06-08 00:00:00,47,428,8
2897,2009-06-09 00:00:00,48,438,8
3919,2009-06-10 00:00:00,22,557,8
1691,2009-06-10 00:00:00,41,515,8
3933,2009-06-10 00:00:00,47,344,8
1688,2009-06-10 00:00:00,56,215,8
3678,2009-06-18 00:00:00,25,306,8
2748,2009-06-18 00:00:00,28,556,8
3651,2009-06-18 00:00:00,30,246,8
4346,2009-06-23 00:00:00,52,450,8
3601,2009-06-25 00:00:00,40,332,8
3593,2009-06-25 00:00:00,41,347,8
3597,2009-06-25 00:00:00,74,176,8
3948,2009-06-26 00:00:00,32,331,8
2407,2009-07-02 00:00:00,46,261,8
1514,2009-07-02 00:00:00,62,218,8
441,2009-07-13 00:00:00,38,899,8
2547,2009-07-16 00:00:00,19,424,8
3076,2009-07-16 00:00:00,32,425,8
3079,2009-07-16 00:00:00,33,200,8
3083,2009-07-16 00:00:00,38,431,8
2542,2009-07-16 00:00:00,42,362,8
3078,2009-07-16 00:00:00,44,432,8
3093,2009-07-16 00:00:00,49,321,8
2536,2009-07-16 00:00:00,50,505,8
3503,2009-07-17 00:00:00,30,199,8
3508,2009-07-17 00:00:00,35,534,8
3527,2009-07-17 00:00:00,41,879,8
3505,2009-07-17 00:00:00,46,424,8
3504,2009-07-17 00:00:00,52,440,8
3728,2009-07-22 00:00:00,43,218,8
3731,2009-07-22 00:00:00,52,268,8
2910,2009-07-23 00:00:00,35,431,8
3186,2009-07-24 00:00:00,32,414,8
1953,2009-07-24 00:00:00,34,230,8
3187,2009-07-24 00:00:00,50,446,8
153,2009-07-24 00:00:00,55,852,8
3777,2009-07-27 00:00:00,23,439,8
1129,2009-07-27 00:00:00,34,982,8
1110,2009-07-27 00:00:00,43,617,8
1123,2009-07-27 00:00:00,48,938,8
3302,2009-07-31 00:00:00,35,219,8
3298,2009-07-31 00:00:00,37,498,8
4088,2009-08-04 00:00:00,51,364,8
1817,2009-08-07 00:00:00,49,401,8
1488,2009-08-11 00:00:00,36,591,8
1450,2009-08-11 00:00:00,79,235,8
2960,2009-08-13 00:00:00,29,284,8
2955,2009-08-13 00:00:00,37,194,8
3063,2009-08-13 00:00:00,45,242,8
4023,2009-08-14 00:00:00,25,825,8
4025,2009-08-14 00:00:00,36,932,8
4022,2009-08-14 00:00:00,55,914,8
4024,2009-08-14 00:00:00,69,729,8
2664,2009-08-18 00:00:00,33,693,8
2634,2009-08-18 00:00:00,41,560,8
1251,2009-08-18 00:00:00,47,258,8
4168,2009-08-19 00:00:00,20,334,8
4167,2009-08-19 00:00:00,20,517,8
4172,2009-08-19 00:00:00,21,391,8
4166,2009-08-19 00:00:00,35,388,8
567,2009-08-25 00:00:00,49,347,8
4383,2009-08-26 00:00:00,21,494,8
4381,2009-08-26 00:00:00,22,252,8
4389,2009-08-26 00:00:00,24,293,8
4384,2009-08-26 00:00:00,26,377,8
4388,2009-08-26 00:00:00,29,338,8
4387,2009-08-26 00:00:00,33,438,8
4409,2009-08-28 00:00:00,31,433,8
4414,2009-08-28 00:00:00,47,435,8
20,2009-08-31 00:00:00,34,863,8
1174,2009-08-31 00:00:00,41,180,8
33,2009-08-31 00:00:00,41,889,8
1153,2009-08-31 00:00:00,45,468,8
1170,2009-08-31 00:00:00,47,571,8
1152,2009-08-31 00:00:00,48,411,8
829,2009-09-10 00:00:00,44,671,4
2437,2009-09-11 00:00:00,42,197,4
4525,2009-09-17 00:00:00,19,326,4
4527,2009-09-17 00:00:00,37,235,4
4526,2009-09-17 00:00:00,40,266,4
4519,2009-09-17 00:00:00,65,1144,4
682,2009-09-23 00:00:00,19,581,4
664,2009-09-23 00:00:00,38,357,4
638,2009-09-23 00:00:00,69,228,4
2024,2009-10-01 00:00:00,18,529,4
2294,2009-10-01 00:00:00,20,444,4
2292,2009-10-01 00:00:00,25,516,4
2288,2009-10-01 00:00:00,43,333,4
2293,2009-10-01 00:00:00,45,193,4
1974,2009-10-01 00:00:00,50,520,4
2291,2009-10-01 00:00:00,51,327,4
2290,2009-10-01 00:00:00,53,402,4
967,2009-10-06 00:00:00,42,410,4
252,2009-10-06 00:00:00,42,588,4
987,2009-10-06 00:00:00,76,1021,4
1757,2009-10-19 00:00:00,27,435,4
1335,2009-10-20 00:00:00,27,202,4
1344,2009-10-20 00:00:00,52,299,4
4335,2009-10-26 00:00:00,19,395,4
4347,2009-10-26 00:00:00,41,217,4
4342,2009-10-26 00:00:00,41,529,4
3978,2009-10-26 00:00:00,46,901,4
2210,2009-10-30 00:00:00,38,742,4
2166,2009-10-30 00:00:00,55,1008,4
1535,2009-11-04 00:00:00,45,485,4
1560,2009-11-04 00:00:00,48,346,4
1554,2009-11-04 00:00:00,59,436,4
3909,2009-11-05 00:00:00,25,289,4
3917,2009-11-05 00:00:00,59,272,4
2899,2009-11-06 00:00:00,23,213,4
2855,2009-11-06 00:00:00,36,255,4
2898,2009-11-06 00:00:00,36,363,4
2901,2009-11-06 00:00:00,39,319,4
2889,2009-11-06 00:00:00,40,233,4
2879,2009-11-06 00:00:00,46,502,4
2894,2009-11-06 00:00:00,47,377,4
2895,2009-11-06 00:00:00,52,490,4
2888,2009-11-06 00:00:00,55,442,4
2878,2009-11-06 00:00:00,57,481,4
2900,2009-11-06 00:00:00,57,508,4
2867,2009-11-06 00:00:00,58,281,4
2854,2009-11-06 00:00:00,58,295,4
2882,2009-11-06 00:00:00,65,470,4
2860,2009-11-06 00:00:00,67,377,4
347,2009-11-11 00:00:00,26,1175,4
375,2009-11-11 00:00:00,30,862,4
361,2009-11-11 00:00:00,38,1002,4
4550,2009-11-12 00:00:00,61,369,4
4267,2009-11-24 00:00:00,25,365,4
4272,2009-11-24 00:00:00,32,234,4
1189,2009-11-24 00:00:00,36,408,4
4271,2009-11-24 00:00:00,48,345,4
446,2009-11-25 00:00:00,20,541,4
106,2009-11-25 00:00:00,27,735,4
444,2009-11-25 00:00:00,40,639,4
442,2009-11-25 00:00:00,42,731,4
4437,2009-11-26 00:00:00,48,476,4
4440,2009-11-26 00:00:00,51,509,4
4431,2009-11-26 00:00:00,54,595,4
4438,2009-11-26 00:00:00,68,365,4
3532,2009-11-27 00:00:00,24,1092,4
3540,2009-11-27 00:00:00,28,618,4
3732,2009-11-27 00:00:00,30,192,4
3537,2009-11-27 00:00:00,30,710,4
3535,2009-11-27 00:00:00,31,845,4
3538,2009-11-27 00:00:00,31,938,4
3737,2009-11-27 00:00:00,37,417,4
3525,2009-11-27 00:00:00,38,276,4
3534,2009-11-27 00:00:00,45,455,4
3487,2009-11-27 00:00:00,45,477,4
3482,2009-11-27 00:00:00,47,216,4
3486,2009-11-27 00:00:00,50,462,4
3539,2009-11-27 00:00:00,51,860,4
3190,2009-11-30 00:00:00,31,215,4
3175,2009-11-30 00:00:00,42,219,4
174,2009-12-04 00:00:00,45,609,4
136,2009-12-04 00:00:00,55,1110,4
179,2009-12-04 00:00:00,61,518,4
3304,2009-12-09 00:00:00,27,205,4
4094,2009-12-09 00:00:00,27,224,4
1402,2009-12-09 00:00:00,29,311,4
4085,2009-12-09 00:00:00,34,198,4
1394,2009-12-09 00:00:00,37,480,4
1406,2009-12-09 00:00:00,50,244,4
3295,2009-12-09 00:00:00,52,388,4
1426,2009-12-09 00:00:00,56,214,4
2068,2009-12-10 00:00:00,37,484,4
1463,2009-12-10 00:00:00,37,525,4
1849,2009-12-10 00:00:00,40,279,4
1902,2009-12-10 00:00:00,51,454,4
566,2009-12-11 00:00:00,34,282,4
561,2009-12-11 00:00:00,37,678,4
565,2009-12-11 00:00:00,51,503,4
573,2009-12-11 00:00:00,59,367,4
4416,2009-12-15 00:00:00,22,210,4
4210,2009-12-15 00:00:00,25,193,4
1951,2009-12-15 00:00:00,29,296,4
1957,2009-12-15 00:00:00,33,482,4
4419,2009-12-15 00:00:00,37,213,4
1118,2009-12-15 00:00:00,43,642,4
1099,2009-12-15 00:00:00,43,989,4
899,2009-12-17 00:00:00,27,365,4
877,2009-12-17 00:00:00,33,1096,4
874,2009-12-17 00:00:00,34,586,4
3447,2009-12-18 00:00:00,21,440,4
2663,2009-12-18 00:00:00,28,783,4
3039,2009-12-18 00:00:00,36,484,4
2908,2009-12-18 00:00:00,38,542,4
3449,2009-12-18 00:00:00,45,443,4
2905,2009-12-18 00:00:00,48,465,4
2645,2009-12-18 00:00:00,49,606,4
2903,2009-12-18 00:00:00,52,351,4
3055,2009-12-18 00:00:00,53,492,4
3621,2009-12-19 00:00:00,39,249,4
4040,2009-12-22 00:00:00,20,708,4
4043,2009-12-22 00:00:00,34,392,4
4018,2009-12-22 00:00:00,36,888,4
4034,2009-12-22 00:00:00,39,844,4
4030,2009-12-22 00:00:00,48,703,4
4037,2009-12-22 00:00:00,61,640,4
1263,2009-12-23 00:00:00,21,927,4
2959,2009-12-23 00:00:00,24,437,4
17,2009-12-23 00:00:00,32,756,4
2940,2009-12-23 00:00:00,40,397,4
18,2009-12-23 00:00:00,42,711,4
16,2009-12-23 00:00:00,44,626,4
2496,2009-12-23 00:00:00,49,198,4
1257,2009-12-23 00:00:00,65,322,4
4175,2009-12-29 00:00:00,19,391,4
4174,2009-12-29 00:00:00,21,428,4
4165,2009-12-29 00:00:00,26,405,4
4177,2009-12-29 00:00:00,27,270,4
4160,2009-12-29 00:00:00,33,187,4
3685,2009-12-30 00:00:00,20,463,4
3680,2009-12-30 00:00:00,30,311,4
3660,2009-12-30 00:00:00,33,500,4
3661,2009-12-30 00:00:00,38,171,4
3650,2009-12-30 00:00:00,44,264,4
3690,2009-12-30 00:00:00,47,529,4
3668,2009-12-30 00:00:00,65,219,4
4512,2010-01-13 00:00:00,20,676,4
3090,2010-01-13 00:00:00,24,359,4
4515,2010-01-13 00:00:00,25,915,4
4505,2010-01-13 00:00:00,32,813,4
4508,2010-01-13 00:00:00,35,652,4
4506,2010-01-13 00:00:00,36,874,4
4507,2010-01-13 00:00:00,37,777,4
4510,2010-01-13 00:00:00,38,810,4
4513,2010-01-13 00:00:00,38,848,4
4514,2010-01-13 00:00:00,39,1080,4
4511,2010-01-13 00:00:00,45,648,4
4509,2010-01-13 00:00:00,62,805,4
1176,2010-01-15 00:00:00,42,427,4
2422,2010-01-15 00:00:00,44,229,4
1178,2010-01-15 00:00:00,44,314,4
1157,2010-01-15 00:00:00,44,996,4
820,2010-01-20 00:00:00,39,379,4
813,2010-01-20 00:00:00,49,264,4
810,2010-01-20 00:00:00,49,487,4
819,2010-01-20 00:00:00,72,239,4
676,2010-01-28 00:00:00,32,398,4
663,2010-01-28 00:00:00,57,490,4
645,2010-01-28 00:00:00,57,919,4
680,2010-01-28 00:00:00,59,859,4
654,2010-01-28 00:00:00,73,426,4
274,2010-02-05 00:00:00,23,747,4
275,2010-02-05 00:00:00,32,796,4
251,2010-02-05 00:00:00,34,962,4
3863,2010-02-06 00:00:00,22,270,4
3831,2010-02-06 00:00:00,27,330,4
3849,2010-02-06 00:00:00,45,168,4
1011,2010-02-12 00:00:00,37,824,4
969,2010-02-12 00:00:00,38,395,4
2747,2010-02-24 00:00:00,26,292,4
2753,2010-02-24 00:00:00,40,318,4
2715,2010-02-24 00:00:00,53,353,4
1690,2010-02-25 00:00:00,30,282,4
2029,2010-02-26 00:00:00,27,250,4
2023,2010-02-26 00:00:00,30,194,4
2005,2010-02-26 00:00:00,34,186,4
2009,2010-02-26 00:00:00,42,497,4
4350,2010-03-01 00:00:00,18,240,4
4391,2010-03-18 00:00:00,19,375,4
4382,2010-03-18 00:00:00,20,277,4
4395,2010-03-18 00:00:00,20,363,4
4386,2010-03-18 00:00:00,20,411,4
4392,2010-03-18 00:00:00,23,194,4
3955,2010-03-18 00:00:00,29,360,4
4385,2010-03-18 00:00:00,37,454,4
4393,2010-03-18 00:00:00,39,339,4
4380,2010-03-18 00:00:00,41,178,4
4390,2010-03-18 00:00:00,42,314,4
4394,2010-03-18 00:00:00,45,327,4
3956,2010-03-18 00:00:00,45,1223,4
4379,2010-03-18 00:00:00,49,312,4
4396,2010-03-18 00:00:00,51,302,4
4310,2010-03-19 00:00:00,21,197,4
4314,2010-03-19 00:00:00,35,563,4
4551,2010-03-19 00:00:00,38,268,4
4320,2010-03-19 00:00:00,46,380,4
4318,2010-03-19 00:00:00,46,438,4
344,2010-03-19 00:00:00,46,1052,4
1558,2010-03-26 00:00:00,29,375,4
1556,2010-03-26 00:00:00,42,339,4
1544,2010-03-26 00:00:00,48,487,4
1524,2010-03-26 00:00:00,49,377,4
1515,2010-03-26 00:00:00,52,224,4
1553,2010-03-26 00:00:00,63,255,4
1532,2010-03-26 00:00:00,67,294,4
4444,2010-03-29 00:00:00,37,366,4
4448,2010-03-29 00:00:00,38,215,4
483,2010-03-29 00:00:00,51,918,4
4441,2010-03-29 00:00:00,56,355,4
3934,2010-03-31 00:00:00,25,429,4
3931,2010-03-31 00:00:00,27,422,4
2392,2010-03-31 00:00:00,36,302,4
3935,2010-03-31 00:00:00,41,259,4
3930,2010-03-31 00:00:00,41,473,4
3912,2010-03-31 00:00:00,49,219,4
3922,2010-03-31 00:00:00,50,250,4
2404,2010-03-31 00:00:00,53,211,4
3908,2010-03-31 00:00:00,53,573,4
3727,2010-04-06 00:00:00,39,416,4
114,2010-04-09 00:00:00,26,710,4
115,2010-04-09 00:00:00,65,778,4
4106,2010-04-12 00:00:00,31,395,4
4104,2010-04-12 00:00:00,52,468,4
4100,2010-04-12 00:00:00,55,400,4
1903,2010-04-13 00:00:00,31,481,4
1489,2010-04-13 00:00:00,34,302,4
1464,2010-04-13 00:00:00,35,257,4
1812,2010-04-13 00:00:00,45,510,4
1465,2010-04-13 00:00:00,54,200,4
3276,2010-04-14 00:00:00,33,339,4
3306,2010-04-14 00:00:00,34,392,4
3301,2010-04-14 00:00:00,37,407,4
184,2010-04-14 00:00:00,49,823,4
182,2010-04-14 00:00:00,63,782,4
3274,2010-04-14 00:00:00,71,411,4
568,2010-04-16 00:00:00,22,170,4
550,2010-04-16 00:00:00,34,551,4
4404,2010-04-20 00:00:00,22,321,4
4415,2010-04-20 00:00:00,24,206,4
4407,2010-04-20 00:00:00,41,254,4
4399,2010-04-20 00:00:00,47,437,4
900,2010-04-20 00:00:00,55,526,4
3068,2010-04-22 00:00:00,33,204,4
3074,2010-04-22 00:00:00,53,411,4
3035,2010-04-22 00:00:00,65,557,4
2644,2010-04-23 00:00:00,42,771,4
2665,2010-04-23 00:00:00,52,562,4
2548,2010-04-29 00:00:00,56,268,4
4033,2010-04-30 00:00:00,26,846,4
4046,2010-04-30 00:00:00,57,341,4
35,2010-05-05 00:00:00,30,810,4
1113,2010-05-06 00:00:00,24,788,4
1112,2010-05-06 00:00:00,45,813,4
1122,2010-05-06 00:00:00,50,589,4
1120,2010-05-06 00:00:00,51,943,4
2947,2010-05-06 00:00:00,67,236,4
3089,2010-05-19 00:00:00,51,204,4
2450,2010-05-24 00:00:00,34,411,4
2461,2010-05-24 00:00:00,46,284,4
2421,2010-05-24 00:00:00,48,369,4
2462,2010-05-24 00:00:00,50,517,4
2451,2010-05-24 00:00:00,59,366,4
1411,2010-05-25 00:00:00,25,298,4
1431,2010-05-25 00:00:00,29,542,4
1384,2010-05-25 00:00:00,36,377,4
1438,2010-05-25 00:00:00,37,438,4
1405,2010-05-25 00:00:00,59,386,4
686,2010-06-02 00:00:00,26,232,4
674,2010-06-02 00:00:00,27,303,4
679,2010-06-02 00:00:00,35,207,4
689,2010-06-02 00:00:00,37,240,4
3862,2010-06-17 00:00:00,24,394,4
3840,2010-06-17 00:00:00,30,447,4
3859,2010-06-17 00:00:00,42,256,4
1019,2010-06-24 00:00:00,26,733,4
1021,2010-06-24 00:00:00,28,823,4
1026,2010-06-24 00:00:00,35,202,4
1004,2010-06-24 00:00:00,35,895,4
1016,2010-06-24 00:00:00,36,487,4
1002,2010-06-24 00:00:00,40,944,4
2751,2010-06-25 00:00:00,19,596,4
2714,2010-06-25 00:00:00,70,287,4
4354,2010-07-02 00:00:00,19,210,4
4344,2010-07-02 00:00:00,20,432,4
4336,2010-07-02 00:00:00,22,427,4
4356,2010-07-02 00:00:00,28,337,4
4339,2010-07-02 00:00:00,38,225,4
4351,2010-07-02 00:00:00,39,225,4
4349,2010-07-02 00:00:00,39,276,4
2295,2010-07-06 00:00:00,35,264,4
2285,2010-07-06 00:00:00,48,363,4
1693,2010-07-08 00:00:00,21,222,4
1655,2010-07-08 00:00:00,38,197,4
1696,2010-07-08 00:00:00,51,431,4
4554,2010-07-20 00:00:00,38,426,4
4561,2010-07-20 00:00:00,45,221,4
2025,2010-07-21 00:00:00,27,406,4
2027,2010-07-21 00:00:00,30,421,4
2022,2010-07-21 00:00:00,32,173,4
1204,2010-07-21 00:00:00,54,1043,4
373,2010-07-22 00:00:00,30,757,4
345,2010-07-22 00:00:00,38,636,4
332,2010-07-22 00:00:00,41,559,4
366,2010-07-22 00:00:00,54,840,4
337,2010-07-22 00:00:00,67,885,4
378,2010-07-22 00:00:00,75,1113,4
1347,2010-07-27 00:00:00,31,416,4
1318,2010-07-27 00:00:00,35,544,4
1323,2010-07-27 00:00:00,42,482,4
4726,2010-07-30 00:00:00,21,278,4
4722,2010-07-30 00:00:00,26,518,4
4725,2010-07-30 00:00:00,39,404,4
4724,2010-07-30 00:00:00,40,201,4
4720,2010-07-30 00:00:00,42,312,4
3953,2010-08-03 00:00:00,35,477,4
492,2010-08-03 00:00:00,45,1158,4
2205,2010-08-06 00:00:00,38,592,4
449,2010-08-10 00:00:00,22,948,4
3716,2010-08-10 00:00:00,25,415,4
447,2010-08-10 00:00:00,54,643,4
434,2010-08-10 00:00:00,70,714,4
1904,2010-08-17 00:00:00,23,490,4
1861,2010-08-17 00:00:00,39,225,4
1885,2010-08-17 00:00:00,43,170,4
3159,2010-08-18 00:00:00,35,255,4
180,2010-08-18 00:00:00,39,677,4
186,2010-08-18 00:00:00,41,618,4
145,2010-08-18 00:00:00,47,1123,4
181,2010-08-18 00:00:00,62,943,4
2385,2010-08-19 00:00:00,25,186,4
532,2010-08-20 00:00:00,45,524,4
3546,2010-08-23 00:00:00,34,512,4
3545,2010-08-23 00:00:00,41,335,4
3544,2010-08-23 00:00:00,45,358,4
3491,2010-08-23 00:00:00,46,226,4
2651,2010-08-24 00:00:00,33,1017,4
2666,2010-08-24 00:00:00,36,765,4
2652,2010-08-24 00:00:00,38,922,4
3269,2010-08-24 00:00:00,39,444,4
2670,2010-08-24 00:00:00,43,302,4
3303,2010-08-24 00:00:00,45,414,4
2080,2010-08-24 00:00:00,52,446,4
3290,2010-08-24 00:00:00,56,451,4
3455,2010-08-25 00:00:00,31,319,4
3452,2010-08-25 00:00:00,31,405,4
3453,2010-08-25 00:00:00,45,383,4
3048,2010-08-26 00:00:00,45,238,4
3061,2010-08-26 00:00:00,46,434,4
4528,2010-08-27 00:00:00,31,298,4
4522,2010-08-27 00:00:00,34,858,4
4529,2010-08-27 00:00:00,36,396,4
4521,2010-08-27 00:00:00,42,649,4
4516,2010-08-27 00:00:00,47,1010,4
4517,2010-08-27 00:00:00,57,531,4
4312,2010-08-31 00:00:00,23,203,4
1239,2010-09-03 00:00:00,23,455,4
1254,2010-09-03 00:00:00,27,281,4
3675,2010-09-03 00:00:00,29,190,4
1265,2010-09-03 00:00:00,29,564,4
1267,2010-09-03 00:00:00,30,751,4
1266,2010-09-03 00:00:00,33,1073,4
1260,2010-09-03 00:00:00,35,265,4
3672,2010-09-03 00:00:00,43,395,4
1240,2010-09-03 00:00:00,48,595,4
3670,2010-09-03 00:00:00,50,470,4
1259,2010-09-03 00:00:00,56,495,4
4049,2010-09-06 00:00:00,55,294,4
2554,2010-09-08 00:00:00,19,592,4
2556,2010-09-08 00:00:00,35,402,4
4792,2010-09-15 00:00:00,35,367,4
4612,2010-09-15 00:00:00,66,208,4
2967,2010-09-20 00:00:00,19,390,4
2964,2010-09-20 00:00:00,25,394,4
2956,2010-09-20 00:00:00,30,465,4
2963,2010-09-20 00:00:00,33,426,4
2962,2010-09-20 00:00:00,41,443,4
2936,2010-09-20 00:00:00,45,289,4
2943,2010-09-20 00:00:00,46,237,4
2958,2010-09-20 00:00:00,47,517,4
2949,2010-09-20 00:00:00,62,424,4
1132,2010-09-22 00:00:00,38,182,4
1131,2010-09-22 00:00:00,39,535,4
1130,2010-09-22 00:00:00,44,477,4
1128,2010-09-22 00:00:00,68,871,4
3939,2010-09-23 00:00:00,23,546,4
3936,2010-09-23 00:00:00,26,547,4
3929,2010-09-23 00:00:00,31,238,4
3927,2010-09-23 00:00:00,34,366,4
3943,2010-09-23 00:00:00,41,216,4
3938,2010-09-23 00:00:00,51,495,4
3911,2010-09-23 00:00:00,51,515,4
3925,2010-09-23 00:00:00,53,258,4
3932,2010-09-23 00:00:00,58,253,4
2463,2010-09-29 00:00:00,62,515,4
4423,2010-10-05 00:00:00,21,589,4
4405,2010-10-05 00:00:00,28,388,4
4400,2010-10-05 00:00:00,42,190,4
4417,2010-10-05 00:00:00,43,420,4
4398,2010-10-05 00:00:00,48,270,4
4403,2010-10-05 00:00:00,53,206,4
4412,2010-10-05 00:00:00,56,569,4
4422,2010-10-05 00:00:00,60,419,4
4413,2010-10-05 00:00:00,66,422,4
668,2010-10-11 00:00:00,42,162,4
694,2010-10-11 00:00:00,56,398,4
227,2010-10-12 00:00:00,42,592,4
270,2010-10-12 00:00:00,52,642,4
1546,2010-10-14 00:00:00,39,302,4
1550,2010-10-14 00:00:00,42,369,4
4827,2010-10-20 00:00:00,39,333,4
4154,2010-10-20 00:00:00,39,445,4
1154,2010-10-22 00:00:00,40,234,4
1150,2010-10-22 00:00:00,47,422,4
1172,2010-10-22 00:00:00,51,662,4
1158,2010-10-22 00:00:00,57,680,4
2750,2010-10-28 00:00:00,22,414,4
2749,2010-10-28 00:00:00,32,252,4
2757,2010-10-28 00:00:00,43,352,4
3850,2010-10-28 00:00:00,49,400,4
3857,2010-10-28 00:00:00,68,258,4
1030,2010-11-03 00:00:00,27,570,4
1024,2010-11-03 00:00:00,30,405,4
1022,2010-11-03 00:00:00,35,841,4
1001,2010-11-03 00:00:00,46,921,4
994,2010-11-03 00:00:00,46,1141,4
1007,2010-11-03 00:00:00,47,530,4
1686,2010-11-11 00:00:00,31,387,4
3245,2010-11-12 00:00:00,45,313,4
4343,2010-11-15 00:00:00,40,278,4
4357,2010-11-15 00:00:00,41,292,4
4337,2010-11-15 00:00:00,43,217,4
4338,2010-11-15 00:00:00,54,382,4
4567,2010-11-24 00:00:00,59,327,4
1408,2010-11-26 00:00:00,32,528,4
1392,2010-11-26 00:00:00,37,217,4
1412,2010-11-26 00:00:00,37,275,4
1389,2010-11-26 00:00:00,39,254,4
1434,2010-11-26 00:00:00,50,216,4
1382,2010-11-26 00:00:00,53,300,4
1383,2010-11-26 00:00:00,59,348,4
334,2010-11-29 00:00:00,34,677,4
379,2010-11-29 00:00:00,37,1000,4
336,2010-11-29 00:00:00,40,849,4
380,2010-11-29 00:00:00,42,612,4
338,2010-11-29 00:00:00,43,784,4
343,2010-11-29 00:00:00,52,941,4
362,2010-11-29 00:00:00,71,806,4
2034,2010-11-30 00:00:00,30,183,4
2031,2010-11-30 00:00:00,36,346,4
4257,2010-11-30 00:00:00,66,259,4
491,2010-12-03 00:00:00,25,583,8
497,2010-12-03 00:00:00,30,656,8
495,2010-12-03 00:00:00,37,629,8
485,2010-12-03 00:00:00,38,866,8
481,2010-12-03 00:00:00,47,769,8
467,2010-12-03 00:00:00,47,948,8
4719,2010-12-07 00:00:00,38,351,4
4712,2010-12-07 00:00:00,39,350,4
3768,2010-12-07 00:00:00,47,179,4
4728,2010-12-07 00:00:00,50,312,4
1350,2010-12-09 00:00:00,22,205,4
3959,2010-12-09 00:00:00,29,916,4
3957,2010-12-09 00:00:00,30,760,4
3958,2010-12-09 00:00:00,35,849,4
3954,2010-12-09 00:00:00,41,474,4
3947,2010-12-09 00:00:00,42,214,4
4449,2010-12-09 00:00:00,44,419,4
4108,2010-12-14 00:00:00,28,254,4
582,2010-12-16 00:00:00,36,275,4
893,2010-12-16 00:00:00,45,366,4
3707,2010-12-17 00:00:00,31,371,4
3739,2010-12-17 00:00:00,51,293,4
2216,2010-12-20 00:00:00,31,392,4
450,2010-12-20 00:00:00,33,989,4
3195,2010-12-20 00:00:00,35,358,4
3185,2010-12-20 00:00:00,37,282,4
2220,2010-12-20 00:00:00,38,416,4
3194,2010-12-20 00:00:00,39,164,4
3144,2010-12-20 00:00:00,39,430,4
2211,2010-12-20 00:00:00,45,1030,4
1912,2010-12-21 00:00:00,36,387,4
176,2010-12-22 00:00:00,41,1029,4
1960,2010-12-28 00:00:00,22,330,4
1956,2010-12-28 00:00:00,41,379,4
4319,2011-01-04 00:00:00,30,287,4
4305,2011-01-04 00:00:00,32,462,4
4322,2011-01-04 00:00:00,37,329,4
4315,2011-01-04 00:00:00,37,478,4
4300,2011-01-04 00:00:00,48,237,4
4842,2011-01-06 00:00:00,35,183,4
4844,2011-01-06 00:00:00,38,444,4
4849,2011-01-06 00:00:00,42,304,4
3694,2011-01-13 00:00:00,20,446,4
3692,2011-01-13 00:00:00,22,481,4
3687,2011-01-13 00:00:00,25,167,4
3688,2011-01-13 00:00:00,34,209,4
2551,2011-01-14 00:00:00,31,364,4
2552,2011-01-14 00:00:00,54,496,4
4039,2011-01-18 00:00:00,20,910,4
4032,2011-01-18 00:00:00,24,716,4
4042,2011-01-18 00:00:00,29,679,4
1256,2011-01-18 00:00:00,30,398,4
1264,2011-01-18 00:00:00,32,878,4
4047,2011-01-18 00:00:00,50,263,4
4031,2011-01-18 00:00:00,50,844,4
4787,2011-01-18 00:00:00,53,301,4
4654,2011-01-19 00:00:00,29,389,4
4642,2011-01-19 00:00:00,33,544,4
4643,2011-01-19 00:00:00,36,342,4
24,2011-01-26 00:00:00,41,609,4
14,2011-01-26 00:00:00,44,565,4
5,2011-01-26 00:00:00,57,786,4
3437,2011-01-31 00:00:00,30,308,4
3456,2011-01-31 00:00:00,31,508,4
